Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
第13課 親の気持ち・子の気持ち,母親,ははおや,hahaoya,ona,mother,母親と親しく話をしました。 (ona bilan yaqindan suhbatlashdim.)
第13課 親の気持ち・子の気持ち,泣く,なく,naku,yig'lamoq,cry,毎日しっかりと泣くように努力しています。 (Har kuni astoydil yig'lamoqga intilaman.)
第13課 親の気持ち・子の気持ち,海外,かいがい,kaigai,"xorij, chet el",overseas,海外の大切さを改めて実感しました。 (xorijning muhimligini yana bir bor his qildim.)
第13課 親の気持ち・子の気持ち,熱心（な）,ねっしん（な）,nesshinna,"g'ayratli, astoydil","eager, enthusiastic, devoted",この方法はとても熱心だと思います。 (Bu usul juda g'ayratli deb hisoblayman.)
第13課 親の気持ち・子の気持ち,父親,ちちおや,chichioya,ota,father,父親と親しく話をしました。 (ota bilan yaqindan suhbatlashdim.)
第13課 親の気持ち・子の気持ち,祖母,そぼ,sobo,buvim,grandmother,祖母の大切さを改めて実感しました。 (buvimning muhimligini yana bir bor his qildim.)
第13課 親の気持ち・子の気持ち,親,おや,oya,ota-ona,parent,親と親しく話をしました。 (ota-ona bilan yaqindan suhbatlashdim.)
第13課 親の気持ち・子の気持ち,近所の子ども,きんじょのこども,kinjonokodomo,qo'shnidagi bola,neighborhood child,近所の子どもと親しく話をしました。 (qo'shnidagi bola bilan yaqindan suhbatlashdim.)
第13課 親の気持ち・子の気持ち,釣る,つる,tsuru,baliq ovlamoq,fish,新鮮な釣るを美味しくいただきました。 (Yangi baliq ovlamoqni mazza qilib tanovul qildik.)
第13課 親の気持ち・子の気持ち,騒ぐ,さわぐ,sawagu,"shovqin qilmoq, to'polon qilmoq","be noisy, act up",毎日しっかりと騒ぐように努力しています。 (Har kuni astoydil shovqin qilmoqga intilaman.)
第13課 親の気持ち・子の気持ち,～キロ,～キロ,~kiro,~ kilometr / ~ kilogramm,"~ kilometers, ~ kilograms",キロの大切さを改めて実感しました。 (~ kilometr / ~ kilogrammning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,いたずら・する,いたずら・する,itazura-suru,"hazil qilmoq, sho'xlik qilmoq","trick or treat, do mischief",計画通りにいたずらを行いました。 (Rejaga muvofiq hazil qilmoqni amalga oshirdik.)
第14課 イベント・行事,おせち料理,おせちりょうり,osechiryouri,osechi (Yangi yil taomlari),food (primarily food eaten to,新鮮なおせち料理を美味しくいただきました。 (Yangi osechini mazza qilib tanovul qildik.)
第14課 イベント・行事,お化け,おばけ,obake,arvoh,ghost,お化けの大切さを改めて実感しました。 (arvohning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,お盆,おぼん,obon',Obon (ajdodlarni xotirlash bayrami),obon festival,お盆の大切さを改めて実感しました。 (Obonning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,お祝い・する,おいわい・する,oiwai-suru,"bayram qilmoq, tabriklamoq",celebrate,計画通りにお祝いを行いました。 (Rejaga muvofiq bayram qilmoqni amalga oshirdik.)
第14課 イベント・行事,くし,くし,kushi,taroq,hair comb,くしの大切さを改めて実感しました。 (taroqning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,ごちそう,ごちそう,gochisou,"ziyofat, dasturxon","big meal, feast",毎日しっかりとごちそうように努力しています。 (Har kuni astoydil ziyofatga intilaman.)
第14課 イベント・行事,はがき,はがき,hagaki,otkritka,postcard,はがきの大切さを改めて実感しました。 (otkritkaning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,ひなまつり,ひなまつり,hinamatsuri,"Hina matsuri (qizlar bayrami, 3-mart)",Doll Festival (Festival held on March 3 for celebrating the growth,ひなまつりと親しく話をしました。 (Hina matsuri bilan yaqindan suhbatlashdim.)
第14課 イベント・行事,ふろしき,ふろしき,furoshiki,furoshiki (narsa o'rash uchun mato),cloth for wrapping things,ふろしきの大切さを改めて実感しました。 (furoshikining muhimligini yana bir bor his qildim.)
第14課 イベント・行事,みんな,みんな,minna,hamma,everyone,みんなの大切さを改めて実感しました。 (hammaning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,ウナギ,ウナギ,unagi,"ilonbaliq, ugor",eel,新鮮なウナギを美味しくいただきました。 (Yangi ilonbaliqni mazza qilib tanovul qildik.)
第14課 イベント・行事,カボチャ,カボチャ,kabocha,qovoq,pumpkin,カボチャの大切さを改めて実感しました。 (qovoqning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,カメ,カメ,kame,toshbaqa,"turtle, tortoise",カメの大切さを改めて実感しました。 (toshbaqaning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,シチュー,シチュー,shichuu,styu (quyuq sho'rva),stew,シチューの大切さを改めて実感しました。 (styuning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,シンボル,シンボル,shinboru,ramz,symbol,シンボルの大切さを改めて実感しました。 (ramzning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,スイカ,スイカ,suika,tarvuz,watermelon,スイカの大切さを改めて実感しました。 (tarvuzning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,スタート・する,スタート・する,sutaato-suru,boshlamoq,start,計画通りにスタートを行いました。 (Rejaga muvofiq boshlamoqni amalga oshirdik.)
第14課 イベント・行事,ストーブ,ストーブ,sutoobu,isitgich,"stove, space heater",ストーブの大切さを改めて実感しました。 (isitgichning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,チェス,チェス,chesu,shaxmat,chess,チェスの大切さを改めて実感しました。 (shaxmatning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,テコンドー,テコンドー,tekondoo,taekvondo,tae kwon do,テコンドーの大切さを改めて実感しました。 (taekvondoning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,ハロウィーン,ハロウィーン,harowiin',Hellouin,Halloween,ハロウィーンの大切さを改めて実感しました。 (Hellouinning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,ハンカチ,ハンカチ,hankachi,ro'molcha,handkerchief,ハンカチの大切さを改めて実感しました。 (ro'molchaning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,ヒット・する,ヒット・する,hitto-suru,"xit bo'lmoq, mashhur bo'lmoq",be a hit,計画通りにヒットを行いました。 (Rejaga muvofiq xit bo'lmoqni amalga oshirdik.)
第14課 イベント・行事,ブルーベリー,ブルーベリー,buruuberii,blueberry (ko'k mevali buta mevasi),blueberry,新鮮なブルーベリーを美味しくいただきました。 (Yangi blueberryni mazza qilib tanovul qildik.)
第14課 イベント・行事,ミカン,ミカン,mikan',mandarin,tangerine,ミカンの大切さを改めて実感しました。 (mandarinning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,メジャー（な）,メジャー（な）,mejaana,"asosiy, yirik",major,この方法はとてもメジャーだと思います。 (Bu usul juda asosiy deb hisoblayman.)
第14課 イベント・行事,ユズ,ユズ,yuzu,yuzu (yapon sitrus mevasi),yuzu (Chinese lemon),新鮮なユズを美味しくいただきました。 (Yangi yuzuni mazza qilib tanovul qildik.)
第14課 イベント・行事,ライター,ライター,raitaa,zajigalka,lighter,ライターの大切さを改めて実感しました。 (zajigalkaning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,ランドセル,ランドセル,randoseru,randoseru (boshlang'ich sinf o'quvchisi sumkasi),"satchel, school backpack for elementary school",お気に入りのランドセルを身につけました。 (Sevimli randoseruimni kiyib (taqib) oldim.)
第14課 イベント・行事,七五三,しちごさん,shichigosan',"Sichi-go-san (3,5,7 yoshli bolalar bayrami)",(Festival celebrating the growth of children for boys when they are three and five years old and for girls when they are three and,七五三と親しく話をしました。 (Sichi-go-san bilan yaqindan suhbatlashdim.)
第14課 イベント・行事,先祖,せんぞ,senzo,ajdodlar,ancestor,先祖の大切さを改めて実感しました。 (ajdodlarning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,冬至,とうじ,touji,qishki quyosh turishi (22-dekabr atrofi),winter solstice,冬至の大切さを改めて実感しました。 (qishki quyosh turishining muhimligini yana bir bor his qildim.)
第14課 イベント・行事,包む,つつむ,tsutsumu,o'ramoq,"wrap up, roll up",毎日しっかりと包むように努力しています。 (Har kuni astoydil o'ramoqga intilaman.)
第14課 イベント・行事,土用の丑の日,どようのうしのひ,doyounoushinohi,doyo no ushi no hi (yozda ilonbaliq yeyiladigan kun),Midsummer Day of the Ox Welcoming cat,新鮮な土用の丑の日を美味しくいただきました。 (Yangi doyo no ushi no hini mazza qilib tanovul qildik.)
第14課 イベント・行事,増える,ふえる,fueru,"ko'paymoq, ortmoq","increase, grow in number",毎日しっかりと増えるように努力しています。 (Har kuni astoydil ko'paymoqga intilaman.)
第14課 イベント・行事,夏バテ・する,なつバテ・する,natsubate-suru,yoz issig'idan holdan toymoq,suffer from the summer heat,計画通りに夏バテを行いました。 (Rejaga muvofiq yoz issig'idan holdan toymoqni amalga oshirdik.)
第14課 イベント・行事,大勢,おおぜい,oozei,"ko'p odam, olomon","crowd, in large numbers",大勢と親しく話をしました。 (ko'p odam bilan yaqindan suhbatlashdim.)
第14課 イベント・行事,大晦日,おおみそか,oomisoka,yilning oxirgi kuni (31-dekabr),new year's eve,大晦日の大切さを改めて実感しました。 (yilning oxirgi kunining muhimligini yana bir bor his qildim.)
第14課 イベント・行事,奨学金,しょうがくきん,shougakukin',stipendiya,scholarship,奨学金の大切さを改めて実感しました。 (stipendiyaning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,女の子,おんなのこ,onnanoko,qiz bola,girl traditional New Year's,女の子と親しく話をしました。 (qiz bola bilan yaqindan suhbatlashdim.)
第14課 イベント・行事,嫌（な）,いや（な）,iyana,"yoqmaydigan, noxush","disagreeable, unpleasant",この方法はとても嫌だと思います。 (Bu usul juda yoqmaydigan deb hisoblayman.)
第14課 イベント・行事,将棋,しょうぎ,shougi,shogi (yapon shaxmati),shogi (Japanese chess),将棋の大切さを改めて実感しました。 (shogining muhimligini yana bir bor his qildim.)
第14課 イベント・行事,山車,だし,dashi,karnaval aravasi (bayram aravasi),parade float,山車の大切さを改めて実感しました。 (karnaval aravasining muhimligini yana bir bor his qildim.)
第14課 イベント・行事,布,ぬの,nuno,mato,fabric,布の大切さを改めて実感しました。 (matoning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,年,とし,toshi,yosh; yil,"age, year",年の大切さを改めて実感しました。 (yoshning muhimligini yana bir bor his qildim.)
第14課 イベント・行事,年賀状,ねんがじょう,nengajou,Yangi yil tabriknomasi,new year's greeting card,年賀状の大切さを改めて実感しました。 (Yangi yil tabriknomasining muhimligini yana bir bor his qildim.)
第14課 イベント・行事,彼,かれ,kare,u (erkak); yigit do'sti,he,彼と親しく話をしました。 (u bilan yaqindan suhbatlashdim.)
第14課 イベント・行事,彼女,かのじょ,kanojo,u (ayol); qiz do'sti,she,彼女と親しく話をしました。 (u bilan yaqindan suhbatlashdim.)
第14課 イベント・行事,感謝・する,かんしゃ・する,kansha-suru,minnatdorchilik bildirmoq,"thank, express appreciation",計画通りに感謝を行いました。 (Rejaga muvofiq minnatdorchilik bildirmoqni amalga oshirdik.)
第14課 イベント・行事,成人式,せいじんしき,seijinshiki,Voyaga yetganlik marosimi (20 yosh),(Event celebrating when a person reaches 20 years old and is therefore considered an adult),成人式の大切さを改めて実感しました。 (Voyaga yetganlik marosimining muhimligini yana bir bor his qildim.)
第14課 イベント・行事,成長・する,せいちょう・する,seichou-suru,"o'smoq, rivojlanmoq","grow, develop",計画通りに成長を行いました。 (Rejaga muvofiq o'smoqni amalga oshirdik.)
